196,317,2024-03-27,other
197,318,2024-01-11,budget
198,319,2024-09-29,price
199,320,2023-05-19,product_fit
200,321,2023-05-20,price
201,322,2024-11-20,other
202,323,2023-10-30,competitor
203,324,2024-04-25,other
204,325,2025-05-23,competitor
205,327,2025-11-28,other
206,329,2025-01-29,competitor
207,330,2024-01-03,product_fit
208,331,2023-12-30,price
209,332,2024-06-15,other
210,333,2023-06-02,budget
211,334,2025-07-24,product_fit
212,335,2023-12-14,price
213,340,2023-06-24,budget
214,341,2024-04-06,other
215,342,2023-09-13,budget
216,343,2025-09-04,other
217,344,2023-12-10,other
218,345,2025-09-03,product_fit
219,347,2025-07-03,price
220,348,2025-06-12,budget
221,350,2024-06-10,competitor
222,351,2025-07-28,product_fit
223,352,2024-05-23,product_fit
224,353,2025-11-27,competitor
225,354,2025-12-10,price
226,355,2024-09-19,price
227,356,2025-05-07,competitor
228,358,2024-09-20,competitor
229,360,2024-07-23,product_fit
230,361,2024-11-23,price
231,362,2023-02-28,budget
232,364,2024-02-17,product_fit
233,365,2024-05-29,competitor
234,367,2025-07-10,product_fit
235,369,2023-12-08,budget
236,372,2025-03-27,product_fit
237,373,2023-07-30,competitor
238,375,2025-04-23,product_fit
239,377,2024-12-25,other
240,379,2023-11-04,competitor
241,381,2024-03-17,competitor
242,382,2025-09-25,product_fit
243,383,2024-05-15,budget
244,384,2025-11-08,product_fit
245,385,2023-12-06,budget
246,386,2023-09-15,budget
247,387,2025-07-12,price
248,388,2024-01-30,product_fit
249,389,2024-05-02,competitor
250,390,2024-03-18,budget
251,391,2025-08-03,budget
252,392,2024-05-16,other
253,393,2024-07-08,price
254,395,2024-05-04,price
255,398,2025-02-27,product_fit
256,399,2025-02-09,budget
257,400,2024-09-10,product_fit
258,407,2023-03-08,competitor
259,408,2023-02-17,price
260,409,2024-06-25,other
261,410,2025-01-11,budget
262,412,2023-03-05,price
263,413,2023-11-30,other
264,415,2024-05-29,budget
265,416,2024-12-06,budget
266,417,2025-12-20,product_fit
267,420,2023-12-28,competitor
268,422,2024-03-19,product_fit
269,423,2024-03-10,price
270,425,2024-04-25,other
271,426,2025-08-08,competitor
272,427,2024-07-16,competitor
273,428,2024-10-19,price
274,430,2025-10-24,price
275,432,2024-08-14,product_fit
276,433,2024-09-12,competitor
277,434,2024-05-11,competitor
278,436,2023-10-06,price
279,437,2023-08-10,budget
280,440,2024-02-28,other
281,442,2024-01-18,product_fit
282,443,2025-12-21,competitor
283,444,2025-02-02,price
284,445,2024-11-17,other
285,446,2024-04-13,budget
286,448,2025-04-11,price
287,450,2025-05-26,other
288,453,2025-07-27,product_fit
289,454,2024-02-20,product_fit
290,455,2024-03-15,budget
291,456,2024-04-09,competitor
292,457,2025-12-28,product_fit
293,461,2024-05-15,competitor
294,462,2025-10-05,budget
295,463,2023-06-09,other
296,464,2023-11-11,competitor
297,470,2024-09-17,competitor
298,472,2023-11-30,price
299,473,2024-03-20,product_fit
300,475,2024-11-27,product_fit
301,476,2023-05-15,budget
302,478,2023-07-12,other
303,479,2023-03-01,competitor
304,480,2024-12-24,competitor
305,481,2023-04-07,other
306,482,2024-11-29,competitor
307,483,2025-11-16,budget
308,484,2025-11-10,budget
309,485,2023-10-27,budget
310,486,2024-11-22,product_fit
311,487,2023-09-23,product_fit
312,488,2023-02-27,competitor
313,490,2024-08-02,product_fit
314,492,2025-06-28,budget
315,493,2024-06-09,product_fit
316,494,2024-05-18,price
317,495,2023-11-29,product_fit
318,496,2023-11-25,product_fit
319,497,2025-04-15,price
320,499,2023-05-03,other
321,505,2024-09-09,competitor
322,506,2023-09-14,budget
323,507,2024-11-28,price
324,508,2025-12-19,budget
325,511,2024-11-10,product_fit
326,512,2024-10-24,budget
327,514,2024-08-10,other
328,516,2025-09-07,competitor
329,518,2025-01-23,product_fit
330,519,2024-08-22,product_fit
331,520,2023-06-30,product_fit
332,521,2024-12-13,product_fit
333,522,2024-05-14,competitor
334,523,2025-02-26,competitor
335,525,2024-07-11,competitor
336,526,2024-05-17,other
337,527,2023-11-26,competitor
338,528,2025-03-25,price
339,531,2023-12-19,price
340,534,2025-03-28,price
341,535,2024-10-29,product_fit
342,536,2023-12-06,other
343,538,2024-03-11,product_fit
344,539,2024-09-12,product_fit
345,540,2023-09-27,other
346,541,2024-12-06,budget
347,544,2025-04-07,product_fit
348,547,2024-01-30,other
349,549,2024-09-06,product_fit
350,550,2023-12-22,price
351,552,2023-11-05,competitor
352,556,2023-12-02,product_fit
353,558,2025-01-21,product_fit
354,560,2024-10-11,budget
355,561,2024-12-24,other
356,563,2023-08-20,product_fit
357,567,2024-06-22,budget
358,568,2024-05-17,competitor
359,569,2024-08-14,product_fit
360,570,2023-10-20,price
361,571,2023-10-03,budget
362,572,2023-07-10,product_fit
363,573,2025-12-16,budget
364,574,2024-03-06,other
365,575,2024-07-18,budget
366,578,2024-07-23,other
367,579,2024-11-29,competitor
368,583,2024-03-19,budget
369,584,2023-12-16,competitor
370,586,2025-07-08,other
371,587,2024-03-27,product_fit
372,588,2025-07-23,budget
373,589,2023-12-18,product_fit
374,591,2024-07-15,product_fit
375,592,2025-02-01,other
376,594,2024-08-12,competitor
377,595,2023-07-12,price
378,597,2024-10-23,price
379,598,2024-05-29,price
380,600,2024-11-21,other
381,601,2024-08-24,competitor
382,602,2023-06-12,product_fit
383,603,2025-03-01,budget
384,604,2025-02-26,price
385,605,2024-07-21,price
386,606,2025-05-04,price
387,608,2023-10-21,price
388,609,2024-11-27,price
389,610,2023-08-06,product_fit
390,611,2023-12-21,budget
391,612,2024-03-26,price
392,613,2024-04-17,price
393,614,2023-02-08,product_fit
394,615,2023-10-29,budget
395,616,2024-10-20,price
396,617,2025-12-23,competitor
397,619,2023-04-14,price
398,622,2025-06-24,competitor
399,623,2024-09-05,price
400,624,2024-04-14,other
401,625,2025-03-15,other
402,626,2024-03-18,competitor
403,627,2023-09-11,budget
404,628,2023-11-09,product_fit
405,629,2023-12-05,budget
406,630,2025-06-11,other
407,631,2023-07-07,budget
408,634,2025-05-01,budget
409,635,2025-06-02,competitor
410,636,2024-07-13,budget
411,637,2024-03-29,price
412,639,2023-06-06,product_fit
413,640,2024-09-09,other
414,642,2025-11-20,budget
415,643,2023-12-28,product_fit
416,644,2025-11-15,budget
417,647,2024-09-16,other
418,651,2024-09-14,price
419,653,2024-09-11,budget
420,654,2024-10-06,price
421,655,2024-06-28,other
422,657,2023-07-01,other
423,658,2023-11-17,price
424,660,2024-05-02,price
425,662,2025-11-28,budget
426,663,2023-04-16,price
427,667,2024-05-21,product_fit
428,669,2024-09-20,budget
429,670,2024-10-04,budget
430,671,2023-06-27,other
431,674,2024-03-09,product_fit
432,677,2023-12-07,product_fit
433,681,2023-06-20,budget
434,683,2024-02-15,competitor
435,686,2025-08-22,other
436,687,2024-06-15,other
437,688,2023-10-06,product_fit
438,690,2024-04-29,price
439,691,2024-12-12,product_fit
440,692,2023-12-16,budget
441,693,2025-11-03,product_fit
442,695,2025-01-02,budget
443,696,2024-09-17,budget
444,697,2023-11-09,competitor
445,698,2023-05-30,competitor
446,700,2024-07-02,budget
447,702,2024-01-03,product_fit
448,705,2025-05-28,other
449,706,2025-09-26,product_fit
450,710,2024-06-05,budget
451,711,2024-08-26,other
452,712,2024-05-27,price
453,713,2024-07-12,price
454,715,2025-04-17,competitor
455,720,2024-05-26,product_fit
456,721,2024-03-27,price
457,722,2023-10-09,price
458,723,2025-10-01,other
459,724,2023-07-27,budget
460,725,2025-10-25,price
461,727,2023-09-11,price
462,728,2024-12-16,price
463,729,2024-07-07,price
464,730,2024-12-28,budget
465,731,2025-05-21,product_fit
466,732,2025-01-29,product_fit
467,734,2025-03-25,budget
468,735,2023-04-23,competitor
469,737,2024-04-24,product_fit
470,738,2025-01-12,product_fit
471,740,2023-09-21,product_fit
472,741,2023-11-03,competitor
473,744,2023-09-22,competitor
474,745,2024-08-23,budget
475,748,2023-09-30,competitor
476,749,2025-04-28,budget
477,750,2025-05-05,budget
478,754,2023-06-29,price
479,755,2024-10-14,price
480,756,2023-07-07,price
481,757,2023-08-11,competitor
482,758,2024-01-07,price
483,759,2024-11-05,price
484,760,2023-12-28,budget
485,761,2024-01-05,product_fit
486,763,2023-08-19,budget
487,765,2024-06-26,price
488,767,2023-12-01,product_fit
489,768,2025-02-18,product_fit
490,771,2025-02-20,competitor
491,772,2025-09-04,other
492,773,2023-11-18,price
493,774,2023-12-21,budget
494,775,2025-09-22,competitor
495,779,2023-07-12,budget
496,780,2024-02-29,product_fit
497,781,2025-12-15,other
498,782,2025-01-16,competitor
499,785,2023-12-09,other
500,786,2024-03-11,other
501,788,2025-02-22,other
502,790,2023-11-17,price
503,791,2025-10-13,product_fit
504,792,2025-07-28,other
505,793,2025-03-01,product_fit
506,794,2024-11-07,budget
507,796,2025-10-06,budget
508,799,2024-03-22,other
509,800,2024-01-13,product_fit
510,803,2024-10-07,product_fit
511,804,2023-08-07,competitor
512,806,2024-03-16,product_fit
513,807,2024-08-15,budget
514,808,2025-04-22,product_fit
515,809,2025-03-15,price
516,810,2024-02-16,other
517,811,2023-10-14,budget
518,813,2024-07-12,product_fit
519,814,2024-09-05,other
520,815,2024-01-09,product_fit
521,818,2023-09-27,competitor
522,819,2025-09-15,product_fit
523,820,2023-02-14,competitor
524,822,2023-11-30,other
525,823,2023-09-06,budget
526,827,2025-10-18,competitor
527,830,2024-03-21,product_fit
528,831,2023-08-21,other
529,832,2024-03-05,other
530,833,2024-10-04,other
531,834,2025-07-09,budget
532,835,2025-05-15,product_fit
533,836,2024-08-04,competitor
534,837,2025-01-17,other
535,838,2023-10-19,budget
536,839,2025-01-15,product_fit
537,841,2024-04-02,budget
538,842,2024-08-29,price
539,845,2024-10-13,price
540,846,2024-02-18,price
541,847,2025-12-13,product_fit
542,848,2025-01-22,other
543,849,2024-12-15,budget
544,850,2024-04-08,product_fit
545,851,2025-09-08,price
546,852,2024-05-28,competitor
547,854,2025-07-24,competitor
548,855,2024-11-01,budget
549,856,2023-06-03,other
550,857,2024-05-07,budget
551,858,2025-02-07,competitor
552,859,2024-08-07,other
553,860,2025-04-10,other
554,862,2023-11-24,competitor
555,863,2025-07-28,competitor
556,864,2024-12-26,product_fit
557,865,2023-12-01,budget
558,866,2024-07-16,budget
559,867,2024-07-18,other
560,871,2025-06-04,other
561,872,2025-02-23,competitor
562,873,2024-08-21,product_fit
563,874,2023-05-06,budget
564,875,2023-12-26,price
565,877,2023-04-07,competitor
566,878,2023-11-03,product_fit
567,880,2024-07-15,competitor
568,884,2024-08-01,other
569,885,2024-01-19,other
570,886,2024-01-20,other
571,887,2025-06-08,other
572,889,2023-06-01,product_fit
573,890,2024-07-23,product_fit
574,891,2023-07-16,other
575,893,2024-01-27,budget
576,896,2024-04-10,product_fit
577,900,2024-10-02,price
578,901,2025-02-25,other
579,902,2023-09-19,other
580,904,2024-03-26,price
581,906,2023-12-09,budget
582,907,2025-06-27,other
583,908,2024-07-26,product_fit
584,911,2023-12-03,budget
585,912,2024-05-29,price
586,913,2024-03-17,other
587,914,2024-12-02,budget
588,915,2024-10-07,other
589,916,2024-08-09,budget
590,918,2023-11-29,other
591,919,2023-11-24,other
592,921,2025-02-06,other
593,926,2025-08-06,competitor
594,927,2024-07-08,product_fit
595,929,2023-12-23,product_fit
596,930,2024-05-09,other
597,932,2025-08-03,other
598,933,2023-12-13,other
599,935,2024-09-27,competitor
600,938,2024-09-12,product_fit
601,939,2024-02-26,product_fit
602,940,2023-10-02,competitor
603,941,2025-12-01,product_fit
604,942,2025-05-15,product_fit
605,943,2025-10-08,competitor
606,945,2023-08-09,other
607,946,2023-09-05,competitor
608,948,2025-06-20,competitor
609,949,2025-02-05,price
610,950,2024-01-02,competitor
611,951,2023-10-18,budget
612,952,2024-01-12,product_fit
613,954,2024-02-02,competitor
614,955,2024-04-03,price
615,956,2024-05-12,competitor
616,957,2024-08-29,other
617,959,2023-05-30,product_fit
618,960,2023-12-28,price
619,961,2023-12-26,other
620,962,2023-12-24,competitor
621,966,2024-07-25,product_fit
622,968,2024-06-11,price
623,972,2023-12-17,other
624,975,2024-01-23,budget
625,976,2024-01-20,budget
626,977,2025-11-06,other
627,978,2025-03-27,competitor
628,979,2024-08-18,budget
629,980,2025-11-04,competitor
630,981,2024-02-12,other
631,984,2023-06-23,other
632,985,2024-03-05,budget
633,986,2023-06-14,product_fit
634,987,2024-06-11,product_fit
635,988,2025-10-11,other
636,990,2024-06-05,product_fit
637,992,2024-08-27,other
638,995,2024-12-17,other
639,996,2024-01-25,other
640,998,2023-05-20,other
641,999,2024-08-23,competitor
642,1000,2024-11-19,product_fit
643,1002,2023-09-08,product_fit
644,1003,2023-10-01,price
645,1004,2024-04-26,other
646,1005,2023-06-30,other
647,1007,2024-11-03,price
648,1009,2024-02-16,competitor
649,1012,2023-10-04,price
650,1013,2023-10-26,price
651,1016,2025-05-21,price
652,1018,2024-11-29,product_fit
653,1021,2024-03-26,product_fit
654,1023,2024-09-29,price
655,1024,2024-08-26,competitor
656,1025,2024-02-05,competitor
657,1027,2025-01-01,competitor
658,1029,2024-04-08,competitor
659,1030,2024-09-10,budget
660,1031,2023-11-06,budget
661,1032,2024-09-24,price
662,1034,2023-07-23,competitor
663,1035,2024-02-08,budget
664,1036,2024-01-28,competitor
665,1037,2024-02-07,budget
666,1038,2024-01-12,price
667,1040,2024-02-10,other
668,1043,2024-03-14,budget
669,1044,2024-11-16,competitor
670,1045,2023-11-06,other
671,1046,2025-11-15,product_fit
672,1049,2023-08-18,other
673,1051,2023-10-22,budget
674,1053,2024-08-09,budget
675,1055,2024-01-04,competitor
676,1056,2024-08-29,competitor
677,1061,2024-06-19,competitor
678,1062,2024-05-26,product_fit
679,1063,2024-08-09,product_fit
680,1065,2024-12-25,product_fit
681,1066,2024-09-20,price
682,1067,2024-07-09,product_fit
683,1068,2024-06-21,other
684,1069,2025-03-05,other
685,1070,2024-03-20,budget
686,1073,2024-10-06,competitor
687,1074,2024-03-22,price
688,1075,2025-06-23,budget
689,1077,2024-04-19,competitor
690,1079,2025-11-14,product_fit
691,1080,2024-01-28,competitor
692,1081,2023-07-01,product_fit
693,1085,2025-05-08,budget
694,1086,2023-12-09,product_fit
695,1087,2024-05-17,budget
696,1088,2024-02-18,budget
697,1089,2023-11-23,other
698,1090,2025-12-07,competitor
699,1091,2023-09-22,competitor
700,1092,2023-05-08,other
701,1095,2023-10-25,budget
702,1096,2024-03-10,competitor
703,1098,2024-03-15,price
704,1099,2024-06-19,other
705,1101,2023-08-07,other
706,1103,2024-02-11,price
707,1104,2024-03-17,other
708,1105,2024-10-02,competitor
709,1106,2025-03-18,product_fit
710,1108,2023-02-19,competitor
711,1109,2024-06-25,price
712,1110,2024-02-19,budget
713,1111,2023-09-05,product_fit
714,1112,2023-08-17,competitor
715,1113,2023-09-16,product_fit
716,1114,2023-12-04,budget
717,1115,2025-04-16,competitor
718,1116,2023-12-24,other
719,1119,2025-02-23,product_fit
720,1120,2023-06-27,other
721,1123,2024-04-12,other
722,1124,2024-11-26,product_fit
723,1125,2023-07-05,budget
724,1126,2024-09-06,other
725,1127,2023-11-14,competitor
726,1128,2024-05-29,product_fit
727,1132,2023-11-07,budget
728,1133,2024-03-06,budget
729,1135,2025-09-05,budget
730,1136,2023-12-24,other
731,1138,2024-11-24,competitor
732,1140,2023-08-08,competitor
733,1142,2025-04-28,other
734,1143,2024-05-17,competitor
735,1144,2023-04-05,budget
736,1146,2024-12-20,competitor
737,1148,2023-12-21,price
738,1149,2025-04-25,price
739,1151,2023-12-27,budget
740,1153,2024-06-01,competitor
741,1154,2023-05-17,price
742,1155,2025-05-17,budget
743,1156,2023-10-18,price
744,1157,2023-11-30,price
745,1158,2023-09-17,other
746,1159,2025-12-15,other
747,1160,2023-04-25,other
748,1161,2024-08-14,other
749,1162,2023-12-29,budget
750,1167,2023-08-19,budget
751,1169,2025-05-23,price
752,1170,2023-09-08,price
753,1171,2023-03-23,competitor
754,1174,2025-07-09,competitor
755,1176,2025-01-14,price
756,1177,2024-02-20,budget
757,1178,2025-11-23,other
758,1179,2024-01-23,product_fit
759,1180,2024-02-29,price
760,1181,2025-02-12,competitor
761,1182,2024-10-29,price
762,1184,2023-11-29,product_fit
763,1186,2024-06-25,budget
764,1188,2024-09-29,competitor
765,1189,2025-03-01,other
766,1190,2023-11-04,price
767,1191,2024-10-08,price
768,1193,2024-02-10,price
769,1195,2023-09-26,price
770,1198,2024-03-22,product_fit
771,1199,2023-09-25,other
772,1201,2024-02-10,budget
773,1202,2024-01-10,competitor
774,1203,2024-07-13,competitor
775,1204,2024-10-29,product_fit
776,1205,2023-11-21,price
777,1206,2024-03-21,competitor
778,1207,2024-10-11,price
779,1208,2025-06-23,product_fit
780,1209,2023-09-18,budget
781,1212,2023-08-04,budget
782,1213,2025-06-07,price
783,1214,2024-11-16,price
784,1215,2024-05-04,price
785,1216,2025-10-14,budget
786,1218,2024-06-13,competitor
787,1219,2024-05-23,product_fit
788,1221,2025-09-22,other
789,1222,2023-11-25,budget
790,1224,2025-12-23,price
791,1225,2023-12-12,other
792,1226,2023-10-18,competitor
793,1227,2023-12-12,other
794,1228,2025-03-03,product_fit
795,1229,2024-07-16,price
796,1230,2025-01-06,price
797,1232,2025-07-28,price
798,1233,2024-04-06,product_fit
799,1234,2024-12-21,budget
800,1235,2024-03-22,product_fit
801,1237,2025-02-03,competitor
802,1238,2024-02-25,competitor
803,1239,2023-11-16,price
804,1240,2025-05-04,competitor
805,1241,2023-12-30,competitor
806,1242,2023-08-06,product_fit
807,1243,2023-09-22,budget
808,1245,2023-03-04,other
809,1246,2025-07-01,budget
810,1247,2023-11-02,price
811,1249,2024-08-09,competitor
812,1257,2024-07-27,product_fit
813,1258,2023-04-02,price
814,1260,2023-03-09,other
815,1261,2023-05-14,budget
816,1263,2023-09-28,other
817,1265,2023-05-06,other
818,1266,2025-04-03,competitor
819,1267,2023-05-14,competitor
820,1270,2023-12-02,other
821,1271,2024-04-03,budget
822,1273,2024-04-06,other
823,1276,2024-02-22,competitor
824,1277,2024-11-17,budget
825,1278,2023-10-29,competitor
826,1279,2023-07-19,product_fit
827,1280,2024-06-29,competitor
828,1281,2024-05-16,product_fit
829,1283,2024-02-07,budget
830,1284,2025-07-04,product_fit
831,1287,2025-03-28,product_fit
832,1288,2024-10-20,budget
833,1289,2024-09-28,competitor
834,1290,2024-07-01,competitor
835,1291,2024-05-01,other
836,1292,2024-07-08,competitor
837,1293,2024-01-02,competitor
838,1294,2023-09-03,product_fit
839,1295,2023-12-28,budget
840,1297,2024-11-24,product_fit
841,1298,2024-12-01,price
842,1299,2025-08-08,price
843,1300,2023-10-17,competitor
844,1301,2023-10-28,competitor
845,1302,2023-09-05,price
846,1303,2025-01-11,budget
847,1304,2025-06-28,other
848,1305,2024-01-05,other
849,1306,2025-12-09,budget
850,1307,2025-09-05,other
851,1309,2025-07-05,budget
852,1310,2023-11-05,product_fit
853,1311,2025-02-28,price
854,1312,2024-12-04,other
855,1314,2025-09-22,competitor
856,1315,2024-04-18,other
857,1316,2025-05-28,other
858,1317,2024-12-17,budget
859,1319,2023-12-12,competitor
860,1320,2023-08-01,competitor
861,1322,2024-09-23,competitor
862,1325,2025-09-23,competitor
863,1326,2023-10-02,other
864,1328,2023-02-01,product_fit
865,1329,2023-03-09,budget
866,1330,2025-03-03,other
867,1332,2025-05-06,budget
868,1333,2024-02-29,price
869,1334,2024-12-05,competitor
870,1335,2024-01-07,product_fit
871,1337,2023-04-08,other
872,1339,2023-05-05,competitor
873,1340,2023-10-25,other
874,1341,2025-06-08,price
875,1343,2023-06-28,price
876,1344,2023-10-03,product_fit
877,1345,2023-12-04,competitor
878,1349,2024-06-09,product_fit
879,1351,2023-06-22,other
880,1352,2025-06-18,competitor
881,1353,2024-01-01,competitor
882,1354,2023-05-01,other
883,1355,2024-04-27,other
884,1357,2024-06-21,budget
885,1358,2024-04-15,other
886,1360,2025-03-03,budget
887,1361,2024-04-03,budget
888,1362,2025-01-15,price
889,1364,2025-11-28,other
890,1365,2023-11-09,product_fit
891,1366,2023-04-20,other
892,1367,2024-08-18,price
893,1368,2024-09-04,price
894,1370,2024-11-15,price
895,1371,2025-09-13,competitor
896,1373,2025-07-06,budget
897,1374,2024-04-08,price
898,1377,2025-06-02,other
899,1379,2024-03-23,budget
900,1380,2024-10-07,price
901,1383,2024-10-13,budget
902,1384,2024-06-28,other
903,1385,2024-08-15,price
904,1388,2023-07-08,product_fit
905,1389,2023-08-25,product_fit
906,1390,2024-11-28,competitor
907,1391,2025-06-16,price
908,1393,2023-08-28,product_fit
909,1395,2025-04-07,other
910,1398,2025-09-13,other
911,1402,2023-12-30,other
912,1403,2025-02-20,product_fit
913,1404,2023-10-24,product_fit
914,1406,2023-09-27,price
915,1412,2024-07-24,product_fit
916,1413,2023-09-15,product_fit
917,1414,2024-11-13,other
918,1417,2023-10-20,price
919,1418,2023-08-07,other
920,1419,2023-05-28,product_fit
921,1420,2024-04-07,other
922,1421,2024-07-29,budget
923,1425,2025-07-25,price
924,1426,2024-03-14,product_fit
925,1427,2024-03-28,product_fit
926,1428,2025-07-13,product_fit
927,1429,2024-03-29,product_fit
928,1430,2024-11-27,competitor
929,1433,2023-07-28,price
930,1436,2024-11-23,competitor
931,1437,2025-09-24,price
932,1440,2025-08-12,product_fit
933,1442,2025-09-10,competitor
934,1443,2024-05-29,product_fit
935,1445,2024-11-28,other
936,1446,2025-12-27,product_fit
937,1447,2025-08-09,other
938,1448,2025-04-14,price
939,1449,2024-07-09,budget
940,1450,2023-05-27,budget
941,1452,2024-06-12,competitor
942,1453,2025-04-28,other
943,1455,2025-03-11,competitor
944,1458,2025-01-09,product_fit
945,1460,2024-04-29,price
946,1461,2023-05-18,competitor
947,1462,2024-02-18,other
948,1466,2024-02-23,budget
949,1467,2024-02-14,budget
950,1468,2024-03-21,product_fit
951,1469,2024-06-06,product_fit
952,1471,2024-02-29,price
953,1472,2024-04-06,price
954,1473,2023-10-01,budget
955,1474,2025-05-04,competitor
956,1476,2023-09-05,price
957,1477,2023-12-12,product_fit
958,1479,2023-09-15,other
959,1480,2024-06-02,product_fit
960,1481,2023-05-24,price
961,1482,2025-07-28,other
