1231,1231,2023-04-17,,active,5
1236,1236,2023-10-09,,active,1
1244,1244,2023-12-24,,active,1
1248,1248,2023-02-21,,active,1
1250,1250,2023-03-28,,active,6
1252,1252,2023-08-17,,active,1
1253,1253,2023-09-14,,active,3
1254,1254,2023-08-03,,active,1
1255,1255,2023-08-17,,active,5
1256,1256,2023-10-11,,active,1
1259,1259,2023-03-09,,active,1
1262,1262,2023-01-17,,active,6
1264,1264,2023-12-13,,active,2
1269,1269,2023-05-15,,active,6
1272,1272,2023-04-25,,active,7
1274,1274,2023-07-17,,active,1
1275,1275,2023-03-05,,active,2
1282,1282,2023-08-21,,active,5
1285,1285,2023-07-10,,active,7
1286,1286,2023-02-21,,active,2
1296,1296,2023-10-07,,active,2
1308,1308,2023-09-11,,active,6
1313,1313,2023-07-08,,active,2
1318,1318,2023-06-03,,active,4
1323,1323,2023-01-04,,active,4
1324,1324,2023-01-19,,active,6
1327,1327,2023-09-09,,active,5
1331,1331,2023-06-27,,active,3
1336,1336,2023-04-05,,active,1
1338,1338,2023-07-23,,active,5
1342,1342,2023-02-02,,active,1
1346,1346,2023-11-11,,active,2
1347,1347,2023-05-21,,active,5
1350,1350,2023-08-03,,active,5
1356,1356,2023-10-02,,active,2
1359,1359,2023-05-18,,active,5
1369,1369,2023-12-13,,active,7
1372,1372,2023-11-01,,active,1
1375,1375,2023-06-16,,active,5
1378,1378,2023-02-21,,active,1
1381,1381,2023-08-13,,active,1
1382,1382,2023-07-08,,active,1
1386,1386,2023-08-19,,active,5
1392,1392,2023-09-27,,active,6
1394,1394,2023-02-01,,active,5
1396,1396,2023-08-27,,active,5
1397,1397,2023-11-20,,active,1
1399,1399,2023-07-26,,active,6
1400,1400,2023-06-12,,active,1
1401,1401,2023-02-26,,active,7
1405,1405,2023-06-03,,active,5
1407,1407,2023-12-23,,active,6
1408,1408,2023-01-08,,active,5
1409,1409,2023-10-17,,active,6
1410,1410,2023-08-21,,active,6
1415,1415,2023-08-15,,active,5
1416,1416,2023-12-20,,active,5
1422,1422,2023-10-12,,active,6
1423,1423,2023-09-10,,active,6
1424,1424,2023-11-02,,active,3
1431,1431,2023-03-06,,active,6
1432,1432,2023-07-06,,active,2
1435,1435,2023-06-22,,active,6
1438,1438,2023-03-10,,active,7
1439,1439,2023-05-16,,active,2
1441,1441,2023-02-21,,active,5
1444,1444,2023-01-03,,active,5
1451,1451,2023-05-26,,active,2
1454,1454,2023-05-01,,active,5
1456,1456,2023-11-21,,active,4
1459,1459,2023-05-21,,active,5
1463,1463,2023-05-16,,active,1
1464,1464,2023-10-13,,active,2
1470,1470,2023-09-02,,active,1
1475,1475,2023-04-29,,active,1
1478,1478,2023-07-09,,active,5
1485,1485,2023-06-07,,active,5
1487,1487,2023-11-01,,active,5
1490,1490,2023-09-08,,active,5
1491,1491,2023-04-30,,active,1
1496,1496,2023-03-31,,active,4
1501,1501,2023-04-14,,active,2
1502,1502,2023-12-06,,active,5
1503,1503,2023-03-24,,active,2
1510,1510,2023-04-11,,active,2
1514,1514,2023-08-17,,active,1
1518,1518,2023-05-13,,active,5
1524,1524,2023-05-28,,active,3
1531,1531,2023-05-08,,active,2
1536,1536,2023-12-19,,active,5
1544,1544,2023-02-27,,active,1
1545,1545,2023-08-15,,active,2
1548,1548,2023-08-28,,active,4
1549,1549,2023-04-16,,active,5
1559,1559,2023-09-23,,active,2
1573,1573,2023-08-22,,active,7
1578,1578,2023-08-09,,active,1
1583,1583,2023-11-13,,active,2
1584,1584,2023-11-15,,active,2
1586,1586,2023-07-04,,active,1
1588,1588,2023-08-02,,active,6
1592,1592,2023-05-12,,active,7
1597,1597,2023-01-14,,active,5
1603,1603,2023-10-08,,active,3
1604,1604,2023-07-01,,active,1
1605,1605,2023-09-06,,active,3
1612,1612,2023-06-25,,active,3
1614,1614,2023-12-15,,active,1
1615,1615,2023-07-14,,active,1
1621,1621,2023-07-17,,active,1
1623,1623,2023-12-02,,active,1
1624,1624,2023-04-04,,active,7
1626,1626,2023-08-13,,active,6
1627,1627,2023-10-17,,active,1
1628,1628,2023-09-17,,active,1
1636,1636,2023-09-16,,active,5
1644,1644,2023-06-26,,active,5
1647,1647,2023-01-18,,active,5
1652,1652,2023-05-30,,active,3
1660,1660,2023-04-24,,active,3
1661,1661,2023-10-25,,active,1
1667,1667,2023-09-27,,active,5
1675,1675,2023-11-15,,active,7
1677,1677,2023-05-09,,active,2
1681,1681,2023-05-10,,active,6
1687,1687,2023-08-23,,active,1
1688,1688,2023-03-04,,active,5
1691,1691,2023-09-21,,active,1
1692,1692,2023-09-14,,active,5
1693,1693,2023-02-09,,active,3
1698,1698,2023-12-25,,active,5
1708,1708,2023-01-20,,active,5
1709,1709,2023-03-08,,active,6
1711,1711,2023-04-02,,active,6
1715,1715,2023-06-12,,active,1
1717,1717,2023-05-13,,active,5
1721,1721,2023-10-03,,active,4
1724,1724,2023-03-08,,active,4
1725,1725,2023-07-06,,active,2
1728,1728,2023-01-30,,active,7
1729,1729,2023-03-02,,active,5
1736,1736,2023-12-19,,active,3
1737,1737,2023-10-25,,active,6
1740,1740,2023-08-15,,active,2
1743,1743,2023-04-10,,active,7
1744,1744,2023-07-30,,active,5
1746,1746,2023-06-04,,active,1
1749,1749,2023-09-07,,active,5
1754,1754,2023-06-19,,active,4
1756,1756,2023-01-30,,active,1
1758,1758,2023-09-09,,active,1
1759,1759,2023-11-25,,active,1
1763,1763,2023-03-08,,active,3
1768,1768,2023-12-17,,active,4
1769,1769,2023-03-24,,active,7
1771,1771,2023-01-29,,active,3
1772,1772,2023-04-28,,active,5
1774,1774,2023-12-07,,active,5
1775,1775,2023-09-19,,active,3
1776,1776,2023-11-19,,active,5
1780,1780,2023-10-09,,active,4
1782,1782,2023-06-08,,active,5
1783,1783,2023-05-25,,active,6
1785,1785,2023-11-18,,active,4
1787,1787,2023-07-15,,active,2
1788,1788,2023-10-11,,active,1
1795,1795,2023-10-18,,active,3
1798,1798,2023-04-28,,active,5
1800,1800,2023-01-03,,active,5
1803,1803,2023-08-05,,active,1
1804,1804,2023-05-16,,active,6
1805,1805,2023-03-07,,active,1
1815,1815,2023-03-26,,active,7
1822,1822,2023-03-12,,active,5
1823,1823,2023-05-23,,active,5
1831,1831,2023-03-04,,active,6
1832,1832,2023-09-08,,active,1
1836,1836,2023-04-13,,active,2
1837,1837,2023-09-13,,active,6
1842,1842,2023-07-19,,active,1
1847,1847,2023-02-08,,active,1
1849,1849,2023-03-31,,active,3
1854,1854,2023-07-21,,active,6
1857,1857,2023-01-09,,active,1
1858,1858,2023-01-12,,active,5
1859,1859,2023-10-12,,active,2
1860,1860,2023-05-18,,active,6
1861,1861,2023-12-06,,active,4
1863,1863,2023-05-20,,active,1
1875,1875,2023-04-16,,active,3
1879,1879,2023-12-07,,active,2
1880,1880,2023-05-07,,active,6
1881,1881,2023-08-03,,active,3
1883,1883,2023-04-15,,active,1
1886,1886,2023-11-07,,active,7
1888,1888,2023-11-13,,active,1
1895,1895,2023-11-14,,active,1
1897,1897,2023-05-26,,active,6
1899,1899,2023-03-15,,active,6
1900,1900,2023-02-10,,active,3
1907,1907,2023-02-27,,active,3
1908,1908,2023-12-30,,active,3
1921,1921,2023-12-04,,active,4
1925,1925,2023-04-01,,active,1
1927,1927,2023-05-19,,active,5
1929,1929,2023-12-10,,active,4
1930,1930,2023-06-05,,active,1
1932,1932,2023-03-15,,active,4
1933,1933,2023-08-08,,active,5
1936,1936,2023-04-12,,active,5
1951,1951,2023-08-05,,active,3
1961,1961,2023-04-06,,active,5
1962,1962,2023-08-28,,active,4
1964,1964,2023-12-31,,active,5
1968,1968,2023-09-30,,active,7
1970,1970,2023-11-06,,active,1
1973,1973,2023-11-21,,active,1
1975,1975,2023-06-13,,active,7
1977,1977,2023-04-20,,active,5
1983,1983,2023-05-06,,active,5
1990,1990,2023-10-04,,active,5
1994,1994,2023-09-04,,active,1
2000,2000,2023-09-15,,active,3
2004,2004,2023-09-17,,active,4
2006,2006,2023-09-02,,active,1
2008,2008,2023-02-07,,active,3
2010,2010,2023-02-02,,active,3
2013,2013,2023-03-02,,active,5
2019,2019,2023-11-16,,active,2
2021,2021,2023-02-26,,active,6
2025,2025,2023-12-07,,active,1
2028,2028,2023-07-01,,active,7
2031,2031,2023-05-23,,active,6
2042,2042,2023-08-10,,active,5
2043,2043,2023-04-04,,active,5
2045,2045,2023-09-30,,active,4
2048,2048,2023-04-17,,active,1
2051,2051,2023-07-06,,active,1
2052,2052,2023-07-13,,active,4
2054,2054,2023-02-08,,active,5
2057,2057,2023-11-30,,active,5
2058,2058,2023-10-16,,active,5
2060,2060,2023-02-16,,active,1
2071,2071,2023-07-31,,active,1
2073,2073,2023-12-05,,active,5
2077,2077,2023-10-05,,active,2
2081,2081,2023-08-15,,active,5
2082,2082,2023-10-27,,active,2
2083,2083,2023-12-14,,active,6
2084,2084,2023-11-07,,active,1
2085,2085,2023-06-16,,active,4
2089,2089,2023-12-12,,active,6
2090,2090,2023-07-23,,active,2
2092,2092,2023-11-18,,active,1
2095,2095,2023-05-19,,active,5
2096,2096,2023-05-30,,active,5
2097,2097,2023-07-29,,active,2
2098,2098,2023-02-16,,active,5
2103,2103,2023-05-29,,active,2
2104,2104,2023-07-10,,active,2
2117,2117,2023-03-02,,active,6
2121,2121,2023-08-30,,active,1
2125,2125,2023-08-22,,active,6
2131,2131,2023-03-24,,active,1
2132,2132,2023-08-01,,active,1
2137,2137,2023-06-22,,active,4
2140,2140,2023-10-08,,active,6
2144,2144,2023-06-12,,active,6
2146,2146,2023-12-17,,active,3
2151,2151,2023-04-12,,active,2
2156,2156,2023-09-09,,active,6
2157,2157,2023-06-09,,active,3
2160,2160,2023-08-05,,active,1
2162,2162,2023-08-10,,active,3
2163,2163,2023-03-18,,active,5
2171,2171,2023-04-12,,active,3
2173,2173,2023-02-23,,active,2
2174,2174,2023-10-19,,active,3
2176,2176,2023-05-02,,active,5
2177,2177,2023-09-08,,active,1
2181,2181,2023-06-07,,active,5
2188,2188,2023-09-23,,active,2
2189,2189,2023-04-06,,active,2
2190,2190,2023-10-28,,active,2
2191,2191,2023-02-04,,active,2
2192,2192,2023-01-29,,active,7
2193,2193,2023-10-08,,active,3
2202,2202,2023-07-21,,active,3
2205,2205,2023-11-05,,active,6
2206,2206,2023-10-24,,active,1
2217,2217,2023-09-28,,active,6
2218,2218,2023-10-15,,active,2
2220,2220,2023-07-09,,active,1
2221,2221,2023-04-21,,active,6
2225,2225,2023-11-04,,active,2
2229,2229,2023-05-13,,active,5
2231,2231,2023-09-18,,active,1
2232,2232,2023-08-17,,active,2
2236,2236,2023-05-02,,active,1
2238,2238,2023-11-09,,active,5
2242,2242,2023-05-15,,active,1
2243,2243,2023-06-05,,active,6
2246,2246,2023-07-16,,active,6
2248,2248,2023-10-07,,active,7
2253,2253,2023-08-02,,active,5
2257,2257,2023-02-19,,active,2
2258,2258,2023-06-03,,active,6
2263,2263,2023-06-29,,active,7
2265,2265,2023-11-13,,active,2
2266,2266,2023-03-13,,active,1
2268,2268,2023-03-07,,active,4
2270,2270,2023-10-25,,active,6
2274,2274,2023-04-30,,active,6
2275,2275,2023-07-05,,active,1
2279,2279,2023-05-30,,active,1
2281,2281,2023-03-06,,active,5
2287,2287,2023-06-14,,active,7
2288,2288,2023-06-20,,active,1
2301,2301,2023-04-14,,active,3
2302,2302,2023-11-06,,active,3
2306,2306,2023-11-21,,active,1
2310,2310,2023-09-13,,active,1
2311,2311,2023-07-05,,active,3
2313,2313,2023-05-26,,active,7
2317,2317,2023-01-11,,active,1
2320,2320,2023-07-10,,active,2
2321,2321,2023-04-15,,active,1
2322,2322,2023-09-18,,active,5
2323,2323,2023-06-12,,active,2
2329,2329,2023-12-09,,active,4
2332,2332,2023-10-10,,active,2
2333,2333,2023-12-16,,active,7
2335,2335,2023-11-13,,active,1
2341,2341,2023-09-11,,active,2
2343,2343,2023-04-15,,active,3
2347,2347,2023-04-25,,active,3
2349,2349,2023-11-23,,active,6
2354,2354,2023-08-02,,active,2
2358,2358,2023-09-18,,active,1
2361,2361,2023-08-25,,active,5
2362,2362,2023-07-28,,active,3
2367,2367,2023-02-14,,active,1
2370,2370,2023-08-22,,active,6
2373,2373,2023-02-03,,active,4
2377,2377,2023-11-21,,active,5
2381,2381,2023-05-14,,active,2
2391,2391,2023-03-25,,active,5
2398,2398,2023-12-16,,active,2
2399,2399,2023-04-26,,active,1
2401,2401,2023-01-13,,active,1
2404,2404,2023-01-05,,active,5
2405,2405,2023-04-11,,active,3
2416,2416,2023-08-09,,active,1
2419,2419,2023-11-14,,active,6
2424,2424,2023-02-11,,active,5
2428,2428,2023-08-12,,active,5
2429,2429,2023-04-12,,active,5
2432,2432,2023-06-21,,active,5
2434,2434,2023-10-18,,active,2
2435,2435,2023-07-01,,active,5
2436,2436,2023-10-06,,active,5
2443,2443,2023-10-10,,active,1
2447,2447,2023-05-24,,active,5
2455,2455,2023-02-03,,active,2
2456,2456,2023-10-06,,active,5
2459,2459,2023-01-08,,active,2
2461,2461,2023-02-08,,active,5
2463,2463,2023-11-03,,active,7
2470,2470,2023-08-25,,active,1
2473,2473,2023-12-14,,active,1
2475,2475,2023-11-17,,active,2
2476,2476,2023-03-25,,active,2
2478,2478,2023-12-23,,active,6
2479,2479,2023-05-19,,active,5
2480,2480,2023-10-09,,active,1
2484,2484,2023-09-04,,active,6
2488,2488,2023-12-25,,active,2
2489,2489,2023-02-21,,active,6
2495,2495,2023-07-03,,active,5
2496,2496,2023-04-07,,active,7
2504,2504,2023-09-21,,active,1
2505,2505,2023-04-13,,active,3
2506,2506,2023-09-01,,active,1
2513,2513,2023-07-13,,active,1
2515,2515,2023-11-24,,active,5
2516,2516,2023-12-26,,active,5
2517,2517,2023-04-04,,active,4
2519,2519,2023-09-12,,active,5
2525,2525,2023-12-05,,active,1
2527,2527,2023-10-31,,active,4
2528,2528,2023-07-19,,active,1
2529,2529,2023-06-28,,active,6
2530,2530,2023-08-04,,active,5
2531,2531,2023-12-14,,active,5
2534,2534,2023-08-29,,active,5
2535,2535,2023-02-17,,active,1
2545,2545,2023-01-10,,active,5
2546,2546,2023-09-01,,active,1
2551,2551,2023-11-28,,active,1
2569,2569,2023-02-22,,active,3
2574,2574,2023-03-12,,active,1
2578,2578,2023-08-12,,active,2
2582,2582,2023-02-14,,active,5
2587,2587,2023-05-17,,active,7
2591,2591,2023-07-24,,active,4
2596,2596,2023-06-25,,active,7
2598,2598,2023-09-18,,active,7
2600,2600,2023-02-27,,active,5
2602,2602,2023-07-24,,active,5
2608,2608,2023-04-03,,active,7
2612,2612,2023-03-28,,active,7
2615,2615,2023-05-31,,active,2
2616,2616,2023-11-02,,active,2
2617,2617,2023-11-10,,active,2
2618,2618,2023-07-20,,active,5
2620,2620,2023-04-15,,active,3
2621,2621,2023-03-21,,active,1
2629,2629,2023-09-03,,active,5
2630,2630,2023-06-12,,active,2
2632,2632,2023-01-10,,active,1
2637,2637,2023-10-31,,active,5
2639,2639,2023-07-04,,active,5
2648,2648,2023-03-30,,active,3
2652,2652,2023-08-18,,active,5
2654,2654,2023-10-25,,active,1
2656,2656,2023-09-15,,active,6
2657,2657,2023-12-02,,active,7
2661,2661,2023-07-03,,active,2
2662,2662,2023-08-01,,active,1
2668,2668,2023-01-17,,active,6
2670,2670,2023-03-13,,active,1
2677,2677,2023-01-25,,active,1
2682,2682,2023-10-03,,active,4
2688,2688,2023-06-28,,active,3
2692,2692,2023-11-09,,active,1
2698,2698,2023-05-13,,active,6
2700,2700,2023-06-08,,active,2
